case,id,sex,deg,yrdeg,field,startyr,year,rank,admin,salary
6147,555,M,PhD,69,Other,68,95,Full,0,6048.0
6148,556,M,PhD,63,Other,66,76,Assoc,0,2060.0
6149,556,M,PhD,63,Other,66,77,Assoc,0,2251.0
6150,556,M,PhD,63,Other,66,78,Assoc,0,2386.0
6151,556,M,PhD,63,Other,66,79,Assoc,0,2716.0
6152,556,M,PhD,63,Other,66,80,Assoc,0,2913.0
6153,556,M,PhD,63,Other,66,81,Assoc,0,3228.0
6154,556,M,PhD,63,Other,66,82,Assoc,0,3228.0
6155,556,M,PhD,63,Other,66,83,Assoc,0,3406.0
6156,556,M,PhD,63,Other,66,84,Assoc,0,3586.0
6157,556,M,PhD,63,Other,66,85,Assoc,0,3586.0
6158,556,M,PhD,63,Other,66,86,Assoc,0,3692.0
6159,556,M,PhD,63,Other,66,87,Assoc,0,3877.0
6160,556,M,PhD,63,Other,66,88,Assoc,0,3877.0
6161,556,M,PhD,63,Other,66,89,Assoc,0,4090.0
6162,556,M,PhD,63,Other,66,90,Assoc,0,4220.0
6163,556,M,PhD,63,Other,66,91,Assoc,0,4610.0
6164,556,M,PhD,63,Other,66,92,Assoc,0,4676.0
6165,556,M,PhD,63,Other,66,93,Assoc,0,4812.0
6166,556,M,PhD,63,Other,66,94,Assoc,0,4812.0
6167,556,M,PhD,63,Other,66,95,Assoc,0,4982.0
6168,557,F,PhD,87,Other,89,89,Assist,0,3296.0
6169,557,F,PhD,87,Other,89,90,Assist,0,3353.0
6170,557,F,PhD,87,Other,89,91,Assist,0,3509.0
6171,557,F,PhD,87,Other,89,92,Assist,0,3663.0
6172,557,F,PhD,87,Other,89,93,Assist,0,3823.0
6173,557,F,PhD,87,Other,89,94,Assist,0,3823.0
6174,557,F,PhD,87,Other,89,95,Assoc,0,4225.0
6175,558,M,PhD,77,Other,89,89,Assoc,0,5601.0
6176,558,M,PhD,77,Other,89,90,Assoc,0,5698.0
6177,558,M,PhD,77,Other,89,91,Assoc,0,5962.0
6178,558,M,PhD,77,Other,89,92,Full,0,6313.0
6179,558,M,PhD,77,Other,89,93,Full,0,6781.0
6180,558,M,PhD,77,Other,89,94,Full,0,6781.0
6181,558,M,PhD,77,Other,89,95,Full,0,7283.0
6182,560,F,PhD,81,Other,90,90,Assoc,0,3353.0
6183,560,F,PhD,81,Other,90,91,Assoc,0,3611.0
6184,560,F,PhD,81,Other,90,92,Assoc,0,3769.0
6185,560,F,PhD,81,Other,90,95,Assoc,0,4604.0
6186,561,M,PhD,74,Prof,74,76,Assist,0,1743.0
6187,561,M,PhD,74,Prof,74,77,Assist,0,1970.149
6188,561,M,PhD,74,Prof,74,78,Assoc,0,2176.0
6189,561,M,PhD,74,Prof,74,79,Assoc,0,2454.0
6190,561,M,PhD,74,Prof,74,80,Assoc,0,2778.0
6191,561,M,PhD,74,Prof,74,81,Assoc,0,3182.0
6192,561,M,PhD,74,Prof,74,82,Assoc,0,3417.0
6193,561,M,PhD,74,Prof,74,83,Full,0,3985.0
6194,561,M,PhD,74,Prof,74,84,Full,0,5389.0
6195,561,M,PhD,74,Prof,74,85,Full,0,5389.0
6196,561,M,PhD,74,Prof,74,86,Full,0,6949.0
6197,561,M,PhD,74,Prof,74,87,Full,1,7228.0
6198,561,M,PhD,74,Prof,74,88,Full,1,7811.0
6199,561,M,PhD,74,Prof,74,89,Full,1,8478.0
6200,561,M,PhD,74,Prof,74,90,Full,1,9396.0
6201,561,M,PhD,74,Prof,74,91,Full,0,9833.0
6202,561,M,PhD,74,Prof,74,92,Full,1,10140.0
6203,561,M,PhD,74,Prof,74,93,Full,1,11024.0
6204,561,M,PhD,74,Prof,74,94,Full,1,11024.0
6205,561,M,PhD,74,Prof,74,95,Full,1,11507.0
6206,562,M,PhD,75,Other,91,91,Full,0,9974.0
6207,562,M,PhD,75,Other,91,92,Full,0,9974.0
6208,562,M,PhD,75,Other,91,93,Full,0,10263.0
6209,562,M,PhD,75,Other,91,94,Full,0,10263.0
6210,562,M,PhD,75,Other,91,95,Full,0,10561.0
6211,563,F,PhD,72,Prof,88,88,Full,1,7500.0
6212,563,F,PhD,72,Prof,88,89,Full,1,8055.0
6213,563,F,PhD,72,Prof,88,90,Full,1,8538.0
6214,563,F,PhD,72,Prof,88,91,Full,1,9050.0
6215,563,F,PhD,72,Prof,88,92,Full,1,9330.0
6216,563,F,PhD,72,Prof,88,93,Full,1,9563.0
6217,563,F,PhD,72,Prof,88,94,Full,1,9563.0
6218,563,F,PhD,72,Prof,88,95,Full,1,9946.0
6219,564,M,PhD,69,Other,92,92,Assoc,0,7283.0
6220,564,M,PhD,69,Other,92,93,Assoc,0,7388.0
6221,564,M,PhD,69,Other,92,94,Assoc,0,7388.0
6222,564,M,PhD,69,Other,92,95,Assoc,0,7494.0
6223,565,M,PhD,77,Prof,93,93,Full,0,5088.0
6224,565,M,PhD,77,Prof,93,94,Full,0,5088.0
6225,565,M,PhD,77,Prof,93,95,Full,0,5088.0
6226,566,M,PhD,72,Prof,78,78,Assist,0,1960.0
6227,566,M,PhD,72,Prof,78,79,Assist,0,2171.0
6228,566,M,PhD,72,Prof,78,80,Assoc,0,2381.0
6229,566,M,PhD,72,Prof,78,81,Assoc,0,2602.0
6230,566,M,PhD,72,Prof,78,82,Assoc,0,2794.0
6231,566,M,PhD,72,Prof,78,83,Assoc,0,2990.0
6232,566,M,PhD,72,Prof,78,84,Full,0,3381.0
6233,566,M,PhD,72,Prof,78,85,Full,0,4013.0
6234,566,M,PhD,72,Prof,78,86,Full,0,4134.0
6235,566,M,PhD,72,Prof,78,87,Full,0,4343.0
6236,566,M,PhD,72,Prof,78,88,Full,0,4598.0
6237,566,M,PhD,72,Prof,78,89,Full,0,5436.0
6238,566,M,PhD,72,Prof,78,90,Full,0,5855.0
6239,566,M,PhD,72,Prof,78,91,Full,0,6396.0
6240,566,M,PhD,72,Prof,78,92,Full,0,6676.0
6241,566,M,PhD,72,Prof,78,93,Full,0,7069.0
6242,566,M,PhD,72,Prof,78,94,Full,0,7069.0
6243,566,M,PhD,72,Prof,78,95,Full,0,7379.0
6244,567,F,PhD,93,Arts,95,95,Assist,0,4231.0
6245,569,F,PhD,93,Other,95,95,Assist,0,4286.0
6246,570,M,PhD,65,Other,76,76,Full,0,2894.0
6247,570,M,PhD,65,Other,76,77,Full,0,3111.0
6248,570,M,PhD,65,Other,76,78,Full,0,3202.0
6249,570,M,PhD,65,Other,76,80,Full,0,3698.0
6250,570,M,PhD,65,Other,76,82,Full,0,4057.0
6251,570,M,PhD,65,Other,76,83,Full,0,4322.727
6252,570,M,PhD,65,Other,76,84,Full,0,4636.0
6253,570,M,PhD,65,Other,76,85,Full,0,4636.0
6254,570,M,PhD,65,Other,76,86,Full,0,5588.0
6255,570,M,PhD,65,Other,76,87,Full,0,5869.0
6256,570,M,PhD,65,Other,76,88,Full,0,6039.0
6257,570,M,PhD,65,Other,76,89,Full,0,6462.0
6258,570,M,PhD,65,Other,76,90,Full,0,6764.0
6259,570,M,PhD,65,Other,76,91,Full,0,7078.0
6260,570,M,PhD,65,Other,76,92,Full,0,7180.0
6261,570,M,PhD,65,Other,76,93,Full,0,7283.0
6262,570,M,PhD,65,Other,76,94,Full,0,7283.0
6263,570,M,PhD,65,Other,76,95,Full,0,7388.0
6264,571,F,PhD,69,Other,69,76,Assoc,0,1818.0
6265,571,F,PhD,69,Other,69,77,Assoc,0,1955.0
6266,571,F,PhD,69,Other,69,78,Assoc,0,2131.0
6267,571,F,PhD,69,Other,69,79,Assoc,0,2366.0
6268,571,F,PhD,69,Other,69,80,Assoc,0,2507.463
6269,571,F,PhD,69,Other,69,81,Assoc,0,2755.0
6270,571,F,PhD,69,Other,69,82,Full,1,3667.0
6271,571,F,PhD,69,Other,69,83,Full,1,3868.0
6272,571,F,PhD,69,Other,69,84,Full,1,4250.0
6273,571,F,PhD,69,Other,69,85,Full,1,4250.0
6274,571,F,PhD,69,Other,69,86,Full,1,4635.0
6275,571,F,PhD,69,Other,69,87,Full,0,4869.0
6276,571,F,PhD,69,Other,69,88,Full,0,4939.0
6277,571,F,PhD,69,Other,69,89,Full,0,5134.0
6278,571,F,PhD,69,Other,69,90,Full,0,5298.0
6279,571,F,PhD,69,Other,69,91,Full,0,5465.0
6280,571,F,PhD,69,Other,69,92,Full,0,5544.0
6281,571,F,PhD,69,Other,69,93,Full,0,5624.0
6282,571,F,PhD,69,Other,69,94,Full,0,5624.0
6283,571,F,PhD,69,Other,69,95,Full,0,5705.0
6284,572,M,PhD,60,Other,66,76,Full,0,2303.0
6285,572,M,PhD,60,Other,66,77,Full,0,2628.0
6286,572,M,PhD,60,Other,66,78,Full,0,2714.0
6287,572,M,PhD,60,Other,66,79,Full,0,2986.0
6288,572,M,PhD,60,Other,66,80,Full,0,3153.0
6289,572,M,PhD,60,Other,66,81,Full,0,3417.0
6290,572,M,PhD,60,Other,66,82,Full,0,3417.0
6291,572,M,PhD,60,Other,66,83,Full,0,3605.0
6292,572,M,PhD,60,Other,66,84,Full,0,3851.0
6293,572,M,PhD,60,Other,66,85,Full,0,3851.0
6294,572,M,PhD,60,Other,66,86,Full,0,3966.0
6295,572,M,PhD,60,Other,66,87,Full,0,4165.0
6296,572,M,PhD,60,Other,66,88,Full,1,4285.0
6297,572,M,PhD,60,Other,66,89,Full,1,4996.0
6298,572,M,PhD,60,Other,66,90,Full,0,5229.0
6299,572,M,PhD,60,Other,66,91,Full,0,5878.0
6300,572,M,PhD,60,Other,66,92,Full,0,6135.0
6301,572,M,PhD,60,Other,66,93,Full,0,7180.0
6302,572,M,PhD,60,Other,66,94,Full,1,7680.0
6303,572,M,PhD,60,Other,66,95,Full,1,8180.0
6304,573,M,PhD,65,Prof,66,76,Full,0,2267.0
6305,573,M,PhD,65,Prof,66,77,Full,0,2502.0
6306,573,M,PhD,65,Prof,66,78,Full,0,2628.0
6307,573,M,PhD,65,Prof,66,79,Full,0,2940.0
6308,573,M,PhD,65,Prof,66,80,Full,0,3153.0
6309,573,M,PhD,65,Prof,66,81,Full,0,3723.0
6310,573,M,PhD,65,Prof,66,82,Full,0,3943.0
6311,573,M,PhD,65,Prof,66,83,Full,0,4342.0
6312,573,M,PhD,65,Prof,66,84,Full,0,4908.0
6313,573,M,PhD,65,Prof,66,85,Full,0,4908.0
6314,573,M,PhD,65,Prof,66,86,Full,0,5833.0
6315,573,M,PhD,65,Prof,66,87,Full,0,6126.0
6316,573,M,PhD,65,Prof,66,88,Full,0,6304.0
6317,573,M,PhD,65,Prof,66,89,Full,0,6842.0
6318,573,M,PhD,65,Prof,66,90,Full,0,7915.0
6319,573,M,PhD,65,Prof,66,91,Full,0,8283.0
6320,573,M,PhD,65,Prof,66,92,Full,0,8646.0
6321,573,M,PhD,65,Prof,66,93,Full,0,8896.0
6322,573,M,PhD,65,Prof,66,94,Full,0,8896.0
6323,573,M,PhD,65,Prof,66,95,Full,0,9154.0
6324,574,F,PhD,74,Other,74,76,Assist,0,1713.0
6325,574,F,PhD,74,Other,74,77,Assist,0,1866.0
6326,574,F,PhD,74,Other,74,78,Assist,0,1980.0
6327,574,F,PhD,74,Other,74,79,Assist,0,2285.0
6328,574,F,PhD,74,Other,74,80,Assoc,0,2507.0
6329,574,F,PhD,74,Other,74,81,Assoc,0,2855.0
6330,574,F,PhD,74,Other,74,82,Assoc,0,2719.0
6331,574,F,PhD,74,Other,74,83,Assoc,0,3043.038
6332,574,F,PhD,74,Other,74,84,Assoc,0,3243.0
6333,574,F,PhD,74,Other,74,85,Assoc,0,3243.0
6334,574,F,PhD,74,Other,74,86,Assoc,0,3537.0
6335,574,F,PhD,74,Other,74,87,Assoc,0,3715.0
6336,574,F,PhD,74,Other,74,88,Full,0,4165.0
6337,574,F,PhD,74,Other,74,89,Full,0,5931.0
6338,574,F,PhD,74,Other,74,90,Full,0,6120.0
6339,574,F,PhD,74,Other,74,91,Full,0,6496.0
6340,574,F,PhD,74,Other,74,92,Full,0,6684.0
6341,574,F,PhD,74,Other,74,93,Full,0,6878.0
6342,574,F,PhD,74,Other,74,94,Full,0,6878.0
6343,574,F,PhD,74,Other,74,95,Full,0,7078.0
6344,575,F,PhD,78,Other,85,85,Assist,0,3020.0
6345,575,F,PhD,78,Other,85,86,Assist,0,3110.0
6346,575,F,PhD,78,Other,85,87,Assist,0,3266.0
6347,575,F,PhD,78,Other,85,88,Assist,0,3361.0
6348,575,F,PhD,78,Other,85,89,Assist,0,3596.0
6349,575,F,PhD,78,Other,85,90,Assist,0,3764.0
6350,575,F,PhD,78,Other,85,91,Assoc,0,4112.0
6351,575,F,PhD,78,Other,85,92,Assoc,0,4231.0
6352,575,F,PhD,78,Other,85,93,Assoc,0,4480.0
6353,575,F,PhD,78,Other,85,94,Assoc,0,4480.0
6354,575,F,PhD,78,Other,85,95,Assoc,0,4743.0
6355,576,M,PhD,66,Other,68,76,Assoc,0,1839.0
6356,576,M,PhD,66,Other,68,77,Assoc,0,2058.0
6357,576,M,PhD,66,Other,68,78,Assoc,0,2216.0
6358,576,M,PhD,66,Other,68,79,Full,0,2540.0
6359,576,M,PhD,66,Other,68,80,Full,0,2732.0
6360,576,M,PhD,66,Other,68,81,Full,0,3048.0
6361,576,M,PhD,66,Other,68,82,Full,0,3048.0
6362,576,M,PhD,66,Other,68,83,Full,0,3357.0
6363,576,M,PhD,66,Other,68,84,Full,0,3636.0
6364,576,M,PhD,66,Other,68,85,Full,0,3636.0
6365,576,M,PhD,66,Other,68,86,Full,0,4321.0
6366,576,M,PhD,66,Other,68,87,Full,0,4538.0
6367,576,M,PhD,66,Other,68,88,Full,0,4669.0
6368,576,M,PhD,66,Other,68,89,Full,0,5068.0
6369,576,M,PhD,66,Other,68,90,Full,0,5305.0
6370,576,M,PhD,66,Other,68,91,Full,0,5794.0
6371,576,M,PhD,66,Other,68,92,Full,0,5962.0
6372,576,M,PhD,66,Other,68,93,Full,0,6313.0
6373,576,M,PhD,66,Other,68,94,Full,0,6313.0
6374,576,M,PhD,66,Other,68,95,Full,1,6590.0
6375,577,F,PhD,79,Other,89,89,Assoc,0,3592.0
6376,577,F,PhD,79,Other,89,90,Assoc,0,3814.0
6377,577,F,PhD,79,Other,89,91,Assoc,0,4048.0
6378,577,F,PhD,79,Other,89,92,Assoc,0,4286.0
6379,577,F,PhD,79,Other,89,93,Assoc,0,4538.0
6380,577,F,PhD,79,Other,89,94,Assoc,0,4538.0
6381,577,F,PhD,79,Other,89,95,Assoc,0,4737.0
6382,578,M,PhD,76,Other,83,83,Assist,0,2184.0
6383,578,M,PhD,76,Other,83,84,Assist,0,2504.0
6384,578,M,PhD,76,Other,83,85,Assist,0,2504.0
6385,578,M,PhD,76,Other,83,86,Assoc,0,2976.0
6386,578,M,PhD,76,Other,83,87,Assoc,0,3126.0
6387,578,M,PhD,76,Other,83,88,Assoc,0,3217.0
6388,578,M,PhD,76,Other,83,89,Assoc,0,3749.0
6389,578,M,PhD,76,Other,83,90,Assoc,0,3924.0
6390,578,M,PhD,76,Other,83,91,Assoc,0,4348.0
6391,578,M,PhD,76,Other,83,92,Assoc,0,4604.0
6392,578,M,PhD,76,Other,83,93,Assoc,0,4875.0
6393,578,M,PhD,76,Other,83,94,Assoc,0,4875.0
6394,578,M,PhD,76,Other,83,95,Assoc,1,5472.0
6395,579,M,PhD,87,Other,90,90,Assist,0,4220.0
6396,579,M,PhD,87,Other,90,91,Assist,0,4292.0
6397,579,M,PhD,87,Other,90,92,Assist,0,4416.0
6398,579,M,PhD,87,Other,90,93,Assist,0,4544.0
6399,579,M,PhD,87,Other,90,94,Assoc,0,4676.0
6400,579,M,PhD,87,Other,90,95,Assoc,0,4951.0
6401,580,M,PhD,77,Prof,86,86,Assoc,0,5431.0
6402,580,M,PhD,77,Prof,86,87,Assoc,0,5703.0
6403,580,M,PhD,77,Prof,86,88,Assoc,0,5953.0
6404,580,M,PhD,77,Prof,86,89,Full,0,6649.0
6405,580,M,PhD,77,Prof,86,90,Full,0,7475.0
6406,580,M,PhD,77,Prof,86,91,Full,0,7823.0
6407,580,M,PhD,77,Prof,86,92,Full,0,8165.0
6408,580,M,PhD,77,Prof,86,93,Full,0,8402.0
6409,580,M,PhD,77,Prof,86,94,Full,0,8402.0
6410,580,M,PhD,77,Prof,86,95,Full,0,8646.0
6411,581,M,PhD,79,Other,83,83,Assist,0,2826.0
6412,581,M,PhD,79,Other,83,84,Assist,0,3020.0
6413,581,M,PhD,79,Other,83,85,Assist,0,3020.0
6414,581,M,PhD,79,Other,83,86,Assist,0,3487.0
6415,581,M,PhD,79,Other,83,87,Assist,0,3662.0
6416,581,M,PhD,79,Other,83,88,Assoc,0,3877.0
6417,581,M,PhD,79,Other,83,89,Assoc,0,4208.0
6418,581,M,PhD,79,Other,83,90,Assoc,0,4468.0
6419,581,M,PhD,79,Other,83,91,Assoc,0,4951.0
6420,581,M,PhD,79,Other,83,92,Full,0,5318.0
6421,581,M,PhD,79,Other,83,93,Full,0,5472.0
6422,581,M,PhD,79,Other,83,94,Full,0,5472.0
6423,581,M,PhD,79,Other,83,95,Full,0,5712.0
6424,582,M,PhD,74,Other,81,81,Full,0,4421.0
6425,582,M,PhD,74,Other,81,82,Full,0,4681.0
6426,582,M,PhD,74,Other,81,83,Full,1,5229.0
6427,582,M,PhD,74,Other,81,84,Full,1,5828.0
6428,582,M,PhD,74,Other,81,85,Full,1,5828.0
6429,582,M,PhD,74,Other,81,86,Full,1,7682.0
6430,582,M,PhD,74,Other,81,87,Full,1,8050.0
6431,582,M,PhD,74,Other,81,88,Full,1,8388.0
6432,582,M,PhD,74,Other,81,89,Full,1,9199.0
6433,582,M,PhD,74,Other,81,90,Full,1,9263.0
6434,582,M,PhD,74,Other,81,91,Full,1,10118.0
6435,582,M,PhD,74,Other,81,92,Full,0,10867.0
6436,582,M,PhD,74,Other,81,93,Full,0,11343.0
6437,582,M,PhD,74,Other,81,94,Full,0,11343.0
6438,582,M,PhD,74,Other,81,95,Full,0,11702.0
6439,583,M,PhD,86,Prof,86,86,Assist,0,4383.0
6440,583,M,PhD,86,Prof,86,87,Assist,0,4603.0
6441,583,M,PhD,86,Prof,86,88,Assist,0,4603.0
6442,583,M,PhD,86,Prof,86,89,Assist,0,4925.0
6443,583,M,PhD,86,Prof,86,90,Assist,0,5537.0
6444,583,M,PhD,86,Prof,86,91,Assist,0,5794.0
6445,583,M,PhD,86,Prof,86,92,Assoc,0,6223.0
6446,583,M,PhD,86,Prof,86,93,Assoc,0,6404.0
6447,583,M,PhD,86,Prof,86,94,Assoc,0,6404.0
6448,583,M,PhD,86,Prof,86,95,Assoc,0,6781.0
6449,584,F,PhD,90,Other,92,92,Assist,0,3715.0
6450,584,F,PhD,90,Other,92,93,Assist,0,3715.0
6451,584,F,PhD,90,Other,92,94,Assist,0,3715.0
6452,584,F,PhD,90,Other,92,95,Assist,0,3769.0
6453,585,M,PhD,69,Other,73,76,Assoc,0,1910.0
6454,585,M,PhD,69,Other,73,77,Assoc,0,2176.0
6455,585,M,PhD,69,Other,73,78,Assoc,0,2337.0
6456,585,M,PhD,69,Other,73,79,Full,0,2658.209
6457,585,M,PhD,69,Other,73,80,Full,0,2949.254
6458,585,M,PhD,69,Other,73,81,Full,0,3322.0
6459,585,M,PhD,69,Other,73,82,Full,0,4057.0
6460,585,M,PhD,69,Other,73,83,Full,0,4468.0
6461,585,M,PhD,69,Other,73,84,Full,0,5052.0
6462,585,M,PhD,69,Other,73,85,Full,0,5052.0
6463,585,M,PhD,69,Other,73,86,Full,0,5833.0
6464,585,M,PhD,69,Other,73,87,Full,0,7377.0
6465,585,M,PhD,69,Other,73,88,Full,0,7483.0
6466,585,M,PhD,69,Other,73,89,Full,0,9237.0
6467,585,M,PhD,69,Other,73,90,Full,0,9396.0
6468,585,M,PhD,69,Other,73,91,Full,0,9693.0
6469,585,M,PhD,69,Other,73,92,Full,0,10867.0
6470,585,M,PhD,69,Other,73,93,Full,0,11182.0
6471,585,M,PhD,69,Other,73,94,Full,0,11182.0
6472,585,M,PhD,69,Other,73,95,Full,0,11184.0
6473,586,F,PhD,91,Other,94,94,Assist,0,4353.0
6474,586,F,PhD,91,Other,94,95,Assist,0,4544.0
6475,587,M,PhD,80,Other,82,82,Assoc,1,4880.0
6476,587,M,PhD,80,Other,82,83,Assoc,1,5149.0
6477,587,M,PhD,80,Other,82,84,Assoc,1,5656.0
6478,587,M,PhD,80,Other,82,85,Assoc,1,5656.0
6479,587,M,PhD,80,Other,82,86,Assoc,1,6169.0
6480,587,M,PhD,80,Other,82,87,Assoc,1,6169.0
6481,587,M,PhD,80,Other,82,88,Assoc,0,6668.0
6482,587,M,PhD,80,Other,82,89,Assoc,0,6932.0
6483,587,M,PhD,80,Other,82,90,Assoc,0,7051.0
6484,587,M,PhD,80,Other,82,91,Assoc,0,7171.0
6485,587,M,PhD,80,Other,82,92,Assoc,0,7171.0
6486,587,M,PhD,80,Other,82,93,Assoc,0,7171.0
6487,587,M,PhD,80,Other,82,94,Assoc,0,7171.0
6488,587,M,PhD,80,Other,82,95,Assoc,0,7379.0
6489,588,F,PhD,91,Arts,93,93,Assist,0,3667.0
6490,588,F,PhD,91,Arts,93,94,Assist,0,3667.0
6491,588,F,PhD,91,Arts,93,95,Assist,0,3828.0
6492,589,F,PhD,90,Other,91,91,Assist,0,3129.545
6493,589,F,PhD,90,Other,91,92,Assist,0,3221.0
6494,589,F,PhD,90,Other,91,93,Assist,0,3267.0
6495,589,F,PhD,90,Other,91,94,Assist,0,3267.0
6496,589,F,PhD,90,Other,91,95,Assist,0,3459.0
6497,590,M,PhD,71,Other,76,76,Assoc,1,3014.0
6498,590,M,PhD,71,Other,76,77,Full,1,3405.333
6499,590,M,PhD,71,Other,76,78,Full,1,3576.0
6500,590,M,PhD,71,Other,76,79,Full,1,3954.0
6501,590,M,PhD,71,Other,76,80,Full,1,4255.0
6502,590,M,PhD,71,Other,76,95,Full,1,10105.0
6503,591,M,PhD,83,Other,87,87,Assist,0,5588.0
6504,591,M,PhD,83,Other,87,88,Assist,0,5588.0
6505,591,M,PhD,83,Other,87,89,Assist,0,6190.0
6506,591,M,PhD,83,Other,87,90,Assoc,0,6861.0
6507,591,M,PhD,83,Other,87,91,Assoc,0,7494.0
6508,591,M,PhD,83,Other,87,92,Assoc,0,7935.0
6509,591,M,PhD,83,Other,87,93,Assoc,0,8523.0
6510,591,M,PhD,83,Other,87,94,Assoc,0,8523.0
6511,591,M,PhD,83,Other,87,95,Assoc,0,8895.0
6512,592,F,PhD,94,Other,94,94,Assist,0,4416.0
6513,592,F,PhD,94,Other,94,95,Assist,0,4544.0
6514,593,M,PhD,84,Prof,86,86,Assist,0,4023.0
6515,593,M,PhD,84,Prof,86,87,Assist,0,4225.0
6516,593,M,PhD,84,Prof,86,88,Assist,0,4473.0
6517,593,M,PhD,84,Prof,86,89,Assist,0,4786.0
6518,593,M,PhD,84,Prof,86,90,Assist,0,5305.0
6519,593,M,PhD,84,Prof,86,91,Assist,0,5712.0
6520,593,M,PhD,84,Prof,86,92,Assist,0,5962.0
6521,593,M,PhD,84,Prof,86,93,Assoc,0,6404.0
6522,593,M,PhD,84,Prof,86,94,Assoc,0,6404.0
6523,593,M,PhD,84,Prof,86,95,Assoc,0,6590.0
6524,594,M,PhD,70,Other,76,76,Assoc,0,1773.0
6525,594,M,PhD,70,Other,76,77,Assoc,0,2019.0
6526,594,M,PhD,70,Other,76,78,Assoc,0,2216.0
6527,594,M,PhD,70,Other,76,79,Assoc,0,2583.0
6528,594,M,PhD,70,Other,76,80,Assoc,0,2824.0
6529,594,M,PhD,70,Other,76,81,Assoc,0,3048.0
6530,594,M,PhD,70,Other,76,82,Assoc,0,3137.0
6531,594,M,PhD,70,Other,76,83,Assoc,0,3310.0
6532,594,M,PhD,70,Other,76,84,Assoc,0,3484.0
6533,594,M,PhD,70,Other,76,85,Assoc,0,3484.0
6534,594,M,PhD,70,Other,76,86,Assoc,0,3588.0
6535,594,M,PhD,70,Other,76,87,Assoc,0,3768.0
6536,594,M,PhD,70,Other,76,88,Assoc,0,3822.0
6537,594,M,PhD,70,Other,76,89,Assoc,0,4090.0
6538,594,M,PhD,70,Other,76,90,Full,0,4405.0
6539,594,M,PhD,70,Other,76,91,Full,0,4951.0
6540,594,M,PhD,70,Other,76,92,Full,0,5022.0
6541,594,M,PhD,70,Other,76,93,Full,0,5095.0
6542,594,M,PhD,70,Other,76,94,Full,0,5095.0
6543,594,M,PhD,70,Other,76,95,Full,0,5168.0
6544,595,M,PhD,68,Other,70,76,Assoc,0,1743.0
6545,595,M,PhD,68,Other,70,77,Assoc,0,1942.0
6546,595,M,PhD,68,Other,70,78,Assoc,0,2097.0
6547,595,M,PhD,68,Other,70,79,Assoc,0,2369.0
6548,595,M,PhD,68,Other,70,80,Assoc,0,2552.0
6549,595,M,PhD,68,Other,70,81,Assoc,0,2798.0
6550,595,M,PhD,68,Other,70,82,Assoc,0,2798.0
6551,595,M,PhD,68,Other,70,83,Assoc,0,3037.0
6552,595,M,PhD,68,Other,70,84,Full,0,3386.0
6553,595,M,PhD,68,Other,70,85,Full,0,3386.0
6554,595,M,PhD,68,Other,70,86,Full,0,3854.0
6555,595,M,PhD,68,Other,70,87,Full,0,4047.0
6556,595,M,PhD,68,Other,70,88,Full,0,4225.0
6557,595,M,PhD,68,Other,70,89,Full,0,4718.0
6558,595,M,PhD,68,Other,70,90,Full,0,4939.0
6559,595,M,PhD,68,Other,70,91,Full,0,5318.0
6560,595,M,PhD,68,Other,70,92,Full,0,5551.0
6561,595,M,PhD,68,Other,70,93,Full,0,5712.0
6562,595,M,PhD,68,Other,70,94,Full,0,5712.0
6563,595,M,PhD,68,Other,70,95,Full,0,6135.0
6564,596,M,PhD,85,Other,91,91,Assist,0,4416.0
6565,596,M,PhD,85,Other,91,92,Assist,0,4416.0
6566,596,M,PhD,85,Other,91,93,Assist,0,4544.0
6567,596,M,PhD,85,Other,91,94,Assist,0,4544.0
6568,596,M,PhD,85,Other,91,95,Assist,0,4676.0
6569,597,F,PhD,86,Other,86,86,Assist,0,2851.0
6570,597,F,PhD,86,Other,86,87,Assist,0,2995.0
6571,597,F,PhD,86,Other,86,88,Assist,0,3082.0
6572,597,F,PhD,86,Other,86,89,Assist,0,3296.0
6573,597,F,PhD,86,Other,86,90,Assist,0,3450.0
6574,597,F,PhD,86,Other,86,91,Assist,0,3559.0
6575,597,F,PhD,86,Other,86,92,Assist,0,3663.0
6576,597,F,PhD,86,Other,86,93,Assoc,0,3878.0
6577,597,F,PhD,86,Other,86,94,Assoc,0,3878.0
6578,597,F,PhD,86,Other,86,95,Assoc,0,4106.0
6579,598,M,PhD,71,Other,74,76,Assist,0,1839.0
6580,598,M,PhD,71,Other,74,77,Assist,0,2019.0
6581,598,M,PhD,71,Other,74,78,Assist,0,2136.0
6582,598,M,PhD,71,Other,74,79,Assoc,0,2411.0
6583,598,M,PhD,71,Other,74,80,Assoc,0,2597.0
6584,598,M,PhD,71,Other,74,81,Assoc,0,2879.0
6585,598,M,PhD,71,Other,74,82,Assoc,0,3034.848
6586,598,M,PhD,71,Other,74,83,Assoc,0,3170.0
6587,598,M,PhD,71,Other,74,84,Assoc,0,3434.0
6588,598,M,PhD,71,Other,74,85,Assoc,0,3434.0
6589,598,M,PhD,71,Other,74,86,Assoc,0,3745.0
6590,598,M,PhD,71,Other,74,87,Assoc,0,3933.0
6591,598,M,PhD,71,Other,74,88,Assoc,0,4047.0
6592,598,M,PhD,71,Other,74,89,Assoc,0,4330.0
6593,598,M,PhD,71,Other,74,90,Assoc,0,4533.0
6594,598,M,PhD,71,Other,74,91,Assoc,0,4676.0
